index,search_results,rank
2140,4,0
2141,3,0
2142,3,0
2143,4,2
2144,4,0
2145,2,1
2146,5,4
2147,2,0
2148,2,0
2149,3,2
2150,3,2
2151,6,0
2152,1,0
2153,2,0
2154,3,2
2155,2,1
2156,6,0
2157,6,0
2158,2,0
2159,1,0
2160,2,0
2161,5,4
2162,1,1
2163,8,0
2164,1,0
2165,1,1
2166,4,3
2167,3,1
2168,5,0
2169,2,0
2170,4,2
2171,3,1
2172,4,2
2173,2,0
2174,2,0
2175,1,0
2176,5,0
2177,6,4
2178,5,3
2179,3,0
2180,2,0
2181,2,0
2182,6,0
2183,2,1
2184,0,0
2185,4,3
2186,3,0
2187,4,3
2188,1,0
2189,2,0
2190,2,2
2191,1,0
2192,3,0
2193,4,3
2194,2,1
2195,1,1
2196,3,3
2197,3,0
2198,2,0
2199,1,0
2200,4,0
2201,4,0
2202,3,0
2203,1,0
2204,4,0
2205,1,0
2206,3,3
2207,3,2
2208,2,2
2209,4,0
2210,2,0
2211,3,3
2212,2,0
2213,2,0
2214,2,0
2215,3,2
2216,2,0
2217,3,0
2218,3,0
2219,1,1
2220,4,0
2221,3,2
2222,5,3
2223,2,2
2224,6,4
2225,2,2
2226,1,1
2227,1,1
2228,1,0
2229,3,0
2230,5,0
2231,3,1
2232,0,0
2233,4,2
2234,2,0
2235,0,0
2236,5,3
2237,2,0
2238,3,3
2239,1,1
2240,1,0
2241,4,2
2242,6,4
2243,5,3
2244,2,1
2245,6,4
2246,3,1
2247,4,0
2248,1,0
2249,1,1
2250,2,2
2251,4,0
2252,3,1
2253,5,3
2254,4,0
2255,4,0
2256,3,0
2257,2,0
2258,5,5
2259,3,0
2260,3,2
2261,0,0
2262,4,4
2263,3,1
2264,1,1
2265,6,5
2266,1,0
2267,3,0
2268,3,0
2269,5,3
2270,2,2
2271,7,5
2272,5,0
2273,3,2
2274,3,2
2275,1,1
2276,1,0
2277,3,0
2278,3,3
2279,1,1
2280,2,1
2281,1,0
2282,3,2
2283,3,0
2284,5,4
2285,4,0
2286,3,3
2287,4,0
2288,4,0
2289,5,3
2290,1,0
2291,4,2
2292,2,2
2293,4,4
2294,4,2
2295,2,2
2296,3,2
2297,4,2
2298,1,1
2299,3,0
2300,4,0
2301,1,0
2302,5,3
2303,4,3
2304,2,0
2305,2,0
2306,5,0
2307,4,2
2308,1,0
2309,1,0
2310,0,0
2311,3,2
2312,5,0
2313,2,2
2314,3,1
2315,1,0
2316,5,0
2317,1,0
2318,2,1
2319,4,0
2320,1,1
2321,3,1
2322,4,0
2323,4,2
2324,2,0
2325,3,2
2326,4,0
2327,4,3
2328,3,0
2329,6,0
2330,1,1
2331,5,0
2332,2,1
2333,2,0
2334,2,2
2335,3,3
2336,3,1
2337,6,4
2338,1,0
2339,2,0
2340,2,2
2341,2,0
2342,4,4
2343,1,0
2344,3,0
2345,1,0
2346,1,1
2347,2,0
2348,3,2
2349,3,0
2350,4,0
2351,3,3
2352,6,0
2353,4,2
2354,2,2
2355,4,3
2356,4,3
2357,2,2
2358,3,3
2359,1,0
2360,4,0
2361,0,0
2362,5,0
2363,4,2
2364,3,0
2365,3,1
2366,2,0
2367,2,0
2368,1,0
2369,6,0
2370,4,3
2371,2,0
2372,2,2
2373,0,0
2374,2,0
2375,4,2
2376,3,3
2377,4,0
2378,2,2
2379,3,1
2380,1,0
2381,2,0
2382,4,3
2383,5,3
2384,4,0
2385,5,3
2386,1,0
2387,2,0
2388,3,0
2389,1,1
2390,5,4
2391,2,0
2392,3,1
2393,4,0
2394,1,0
2395,4,0
2396,5,0
2397,4,0
2398,3,3
2399,1,0
2400,4,2
2401,2,1
2402,4,3
2403,3,3
2404,3,1
2405,5,3
2406,3,0
2407,5,3
2408,2,2
2409,1,0
2410,5,4
2411,3,0
2412,3,0
2413,3,2
2414,1,1
2415,2,2
2416,8,0
2417,0,0
2418,6,0
2419,4,2
2420,1,0
2421,3,2
2422,5,0
2423,2,1
2424,3,0
2425,4,0
2426,6,5
2427,3,1
2428,0,0
2429,2,2
2430,3,1
2431,1,0
2432,3,0
2433,2,0
2434,3,0
2435,4,0
2436,4,2
2437,1,0
2438,5,3
2439,2,1
2440,3,0
2441,3,3
2442,2,1
2443,0,0
2444,3,1
2445,2,2
2446,4,2
2447,2,1
2448,3,1
2449,6,4
2450,4,3
2451,2,0
2452,2,1
2453,5,0
2454,4,0
2455,1,1
2456,4,0
2457,5,0
2458,3,0
2459,1,0
2460,4,0
2461,4,0
2462,4,0
2463,3,0
2464,2,0
2465,2,2
2466,5,0
2467,4,0
2468,4,2
2469,4,2
2470,2,0
2471,3,1
2472,2,0
2473,3,2
2474,1,0
2475,1,1
2476,4,0
2477,2,0
2478,3,0
2479,3,0
2480,2,2
2481,1,0
2482,4,0
2483,2,0
2484,4,0
2485,4,3
2486,3,0
2487,2,0
2488,4,0
2489,1,0
2490,4,2
2491,2,2
2492,3,1
2493,5,3
2494,1,1
2495,2,1
2496,4,0
2497,3,1
2498,2,0
2499,1,0
2500,5,0
2501,2,0
2502,3,0
2503,5,4
2504,1,1
2505,5,3
2506,3,2
2507,4,2
2508,3,0
2509,5,0
2510,1,0
2511,4,2
2512,3,1
2513,4,3
2514,4,3
2515,1,0
2516,2,0
2517,1,0
2518,3,0
2519,2,2
2520,2,0
2521,3,3
2522,6,4
2523,1,0
2524,4,3
2525,2,0
2526,4,0
2527,3,3
2528,4,2
2529,0,0
2530,0,0
2531,1,0
2532,5,4
2533,1,1
2534,1,0
2535,2,2
2536,0,0
2537,4,0
2538,4,0
2539,4,2
2540,4,0
2541,1,0
2542,6,4
2543,3,1
2544,3,0
2545,1,1
2546,3,0
2547,4,4
2548,0,0
2549,2,0
2550,4,0
2551,1,1
2552,3,0
2553,3,1
2554,2,2
2555,4,3
2556,4,3
2557,1,1
2558,2,1
2559,2,1
2560,4,2
2561,4,0
2562,5,0
2563,5,0
2564,4,4
2565,4,2
2566,2,2
2567,1,0
2568,2,0
2569,2,1
2570,4,0
2571,4,0
2572,2,0
2573,7,0
2574,2,0
2575,3,0
2576,3,0
2577,3,0
2578,5,4
2579,3,0
2580,1,0
2581,5,0
2582,4,3
2583,3,1
2584,3,0
2585,6,0
2586,4,0
2587,1,0
2588,1,0
2589,4,4
2590,3,0
2591,3,1
2592,4,0
2593,5,0
2594,3,0
2595,2,0
2596,3,0
2597,3,0
2598,1,1
2599,3,2
2600,2,1
2601,2,0
2602,2,2
2603,2,1
2604,4,3
2605,1,0
2606,3,0
2607,5,4
2608,3,0
2609,5,0
2610,2,0
2611,1,0
2612,3,3
2613,1,0
2614,1,0
2615,5,0
2616,1,0
2617,1,0
2618,5,4
2619,3,2
2620,4,3
2621,3,0
2622,1,1
2623,0,0
2624,2,2
2625,2,0
2626,3,3
2627,1,1
2628,1,0
2629,1,0
2630,1,1
2631,4,4
2632,4,3
2633,3,3
2634,1,0
2635,4,2
2636,5,3
2637,5,3
2638,6,4
2639,1,0
2640,2,0
2641,3,0
2642,4,2
2643,2,1
2644,3,1
2645,3,1
2646,4,0
2647,2,1
2648,1,0
2649,2,1
2650,6,0
2651,2,0
2652,0,0
2653,5,0
2654,4,0
2655,2,0
2656,2,1
2657,4,4
2658,1,1
2659,3,2
2660,2,2
2661,1,1
2662,5,4
2663,2,0
2664,1,0
2665,3,0
2666,2,0
2667,5,0
2668,1,0
2669,5,5
2670,4,0
2671,3,1
2672,2,2
2673,4,2
2674,3,2
2675,3,1
2676,6,4
2677,3,1
2678,4,4
2679,2,0
2680,2,2
2681,3,0
2682,2,1
2683,6,0
2684,2,2
2685,5,0
2686,2,2
2687,3,0
2688,5,3
2689,3,1
2690,0,0
2691,1,0
2692,4,0
2693,2,2
2694,6,4
2695,1,1
2696,5,3
2697,4,4
2698,6,0
2699,1,0
2700,3,2
2701,4,3
2702,0,0
2703,2,0
2704,2,2
2705,3,3
2706,3,2
2707,1,0
2708,3,1
2709,0,0
2710,2,0
2711,3,2
2712,3,0
2713,2,2
2714,3,0
2715,2,0
2716,2,2
2717,3,0
2718,2,0
2719,4,2
2720,3,1
2721,4,4
2722,5,5
2723,2,1
2724,3,1
2725,6,0
2726,2,2
2727,6,4
2728,5,0
2729,3,0
2730,3,2
2731,2,0
2732,4,2
2733,2,0
2734,4,4
2735,4,3
2736,3,3
2737,1,0
2738,5,0
2739,3,2
2740,3,1
2741,2,0
2742,3,3
2743,3,2
2744,1,1
2745,3,2
2746,2,1
2747,4,2
2748,3,0
2749,3,0
2750,2,0
2751,0,0
2752,1,0
2753,3,0
2754,2,2
2755,4,0
2756,2,2
2757,1,0
2758,1,1
2759,3,0
2760,0,0
2761,1,1
2762,3,3
2763,2,0
2764,0,0
2765,2,1
2766,1,0
2767,0,0
2768,4,0
2769,3,0
2770,3,2
2771,1,0
2772,3,0
2773,0,0
2774,3,0
2775,4,0
2776,6,0
2777,3,2
2778,2,0
2779,1,1
2780,4,4
2781,5,0
2782,4,3
2783,2,2
2784,3,1
2785,5,3
2786,1,0
2787,2,0
2788,5,3
2789,2,2
2790,5,0
2791,3,0
2792,0,0
2793,5,3
2794,2,0
2795,2,2
2796,4,3
2797,1,1
2798,2,1
2799,3,0
2800,2,0
2801,1,0
2802,4,2
2803,6,0
2804,2,2
2805,0,0
2806,1,1
2807,7,5
2808,5,4
2809,6,0
2810,6,4
2811,3,0
2812,2,2
2813,1,0
2814,2,1
2815,2,1
2816,2,0
2817,2,1
2818,4,4
2819,1,0
2820,2,1
2821,4,3
2822,2,1
2823,2,0
2824,1,0
2825,4,0
2826,5,0
2827,3,1
2828,6,5
2829,6,0
2830,1,1
2831,2,0
2832,1,1
2833,5,3
2834,3,1
2835,2,0
2836,4,3
2837,4,2
2838,2,0
2839,1,0
2840,3,0
2841,3,2
2842,2,1
2843,0,0
2844,4,0
2845,1,0
2846,3,2
2847,3,1
2848,1,0
2849,5,3
2850,3,2
2851,4,0
2852,3,0
2853,5,0
2854,3,2
2855,1,0
2856,3,1
2857,2,1
2858,4,0
2859,3,3
2860,6,4
2861,1,0
2862,3,1
2863,4,2
2864,2,2
2865,5,3
2866,2,1
2867,3,1
2868,4,2
2869,2,0
2870,4,3
2871,5,0
2872,4,0
2873,5,3
2874,2,2
2875,5,0
2876,3,0
2877,2,0
2878,5,4
2879,3,2
2880,4,2
2881,1,0
2882,2,0
2883,3,0
2884,2,1
2885,3,0
2886,7,0
2887,2,0
2888,4,2
2889,4,0
2890,1,0
2891,2,0
2892,3,3
2893,6,4
2894,4,2
2895,5,4
2896,2,2
2897,5,3
2898,2,2
2899,4,3
2900,3,0
2901,5,0
2902,1,0
2903,4,2
2904,4,2
2905,4,0
2906,3,2
2907,0,0
2908,1,1
2909,6,4
2910,2,2
2911,4,2
2912,2,1
2913,3,0
2914,1,0
2915,4,2
2916,3,0
2917,2,2
2918,3,0
2919,5,3
2920,2,1
2921,4,2
2922,3,1
2923,2,0
2924,1,1
2925,2,2
2926,0,0
2927,4,0
2928,4,0
2929,0,0
2930,1,1
2931,4,2
2932,2,0
2933,5,0
2934,4,4
2935,3,0
2936,2,0
2937,3,0
2938,4,4
2939,4,3
2940,3,0
2941,5,3
2942,1,1
2943,3,0
2944,2,1
2945,3,0
2946,1,0
2947,4,3
2948,2,0
2949,4,2
2950,1,0
2951,2,0
2952,1,0
2953,2,1
2954,1,1
2955,4,3
2956,2,1
2957,2,0
2958,3,3
2959,4,0
2960,1,1
2961,3,1
2962,4,3
2963,3,3
2964,1,0
2965,2,2
2966,3,0
2967,4,0
2968,3,1
2969,2,2
2970,1,1
2971,2,0
2972,6,0
2973,1,0
2974,0,0
2975,1,0
2976,6,0
2977,3,0
2978,1,0
2979,3,1
2980,1,0
2981,3,3
2982,1,1
2983,4,0
2984,4,0
2985,4,3
2986,3,2
2987,1,0
2988,6,4
2989,3,2
2990,3,0
2991,1,0
2992,4,0
2993,1,1
2994,3,3
2995,3,0
2996,3,1
2997,3,0
2998,0,0
2999,1,1
3000,2,1
3001,1,1
3002,5,3
3003,2,2
3004,5,0
3005,0,0
3006,1,1
3007,3,1
3008,6,5
3009,6,5
3010,3,0
3011,3,3
3012,4,2
3013,4,2
3014,2,2
3015,2,0
3016,3,2
3017,2,0
3018,4,2
3019,4,2
3020,6,4
3021,5,0
3022,2,0
3023,4,2
3024,6,4
3025,4,0
3026,4,0
3027,2,0
3028,2,0
3029,3,0
3030,4,2
3031,4,0
3032,3,3
3033,6,0
3034,3,1
3035,3,0
3036,1,1
3037,1,0
3038,6,5
3039,1,0
3040,3,3
3041,1,0
3042,0,0
3043,1,1
3044,0,0
3045,1,1
3046,3,0
3047,4,0
3048,2,0
3049,3,3
3050,4,3
3051,0,0
3052,2,2
3053,3,1
3054,3,0
3055,1,0
3056,5,3
3057,4,0
3058,5,4
3059,1,0
3060,4,4
3061,2,1
3062,1,0
3063,2,0
3064,6,4
3065,6,0
3066,3,2
3067,3,0
3068,3,2
3069,2,0
3070,5,4
3071,1,0
3072,6,4
3073,1,1
3074,1,0
3075,4,2
3076,3,0
3077,3,2
3078,7,0
3079,7,5
3080,2,0
3081,5,0
3082,3,2
3083,3,2
3084,4,2
3085,3,2
3086,3,2
3087,1,1
3088,1,0
3089,7,5
3090,6,0
3091,1,0
3092,4,2
3093,1,0
3094,2,1
3095,3,0
3096,2,0
3097,2,0
3098,6,4
3099,5,0
3100,3,3
3101,7,5
3102,5,3
3103,7,0
3104,3,0
3105,5,4
3106,2,0
3107,3,0
3108,5,4
3109,3,2
3110,3,0
3111,2,0
3112,2,0
3113,4,2
3114,5,5
3115,2,1
3116,3,0
3117,2,0
3118,2,2
3119,3,1
3120,1,0
3121,3,0
3122,3,0
3123,2,1
3124,1,0
3125,2,0
3126,4,2
3127,4,2
3128,1,0
3129,5,3
3130,6,4
3131,2,1
3132,7,5
3133,3,2
3134,2,1
3135,4,3
3136,4,2
3137,2,1
3138,4,0
3139,2,1
3140,6,0
3141,4,3
3142,3,3
3143,5,5
3144,1,1
3145,4,3
3146,5,0
3147,6,5
3148,3,2
3149,1,0
3150,3,2
3151,6,0
3152,2,0
3153,4,0
3154,2,2
3155,1,0
3156,3,2
3157,4,0
3158,4,0
3159,5,3
3160,5,0
3161,4,2
3162,0,0
3163,4,2
3164,3,0
3165,2,0
3166,3,1
3167,2,1
3168,3,1
3169,4,2
3170,1,1
3171,3,0
3172,4,0
3173,5,0
3174,4,2
3175,3,0
3176,4,0
3177,1,0
3178,1,1
3179,0,0
3180,3,0
3181,1,0
3182,5,3
3183,4,0
3184,4,2
3185,4,0
3186,3,0
3187,6,0
3188,3,2
3189,4,4
3190,4,0
3191,2,0
3192,3,0
3193,2,0
3194,1,1
3195,4,2
3196,2,0
3197,5,3
3198,4,2
3199,4,4
3200,2,0
3201,2,0
3202,3,2
3203,4,2
3204,5,3
3205,4,3
3206,0,0
3207,4,2
3208,3,2
3209,5,0
3210,3,3
3211,1,1
3212,1,0
3213,2,2
3214,2,1
3215,4,2
3216,6,5
3217,4,4
3218,3,3
3219,4,4
3220,0,0
3221,2,0
3222,0,0
3223,3,1
3224,2,2
3225,3,0
3226,3,1
3227,0,0
3228,4,0
3229,4,3
3230,3,2
3231,3,0
3232,2,1
3233,0,0
3234,1,1
3235,0,0
3236,4,0
3237,2,2
3238,1,1
3239,7,0
3240,3,0
3241,2,2
3242,3,3
3243,3,1
3244,3,0
3245,2,2
3246,3,1
3247,2,1
3248,3,2
3249,1,0
3250,5,0
3251,1,1
3252,1,0
3253,1,1
3254,5,3
3255,5,0
3256,2,0
3257,4,0
3258,3,2
3259,3,2
3260,1,0
3261,4,0
3262,2,2
3263,0,0
3264,5,3
3265,3,0
3266,5,4
3267,4,3
3268,5,0
3269,4,3
3270,0,0
3271,2,2
3272,4,0
3273,2,1
3274,2,1
3275,2,0
3276,4,0
3277,3,0
3278,2,2
3279,2,0
3280,3,0
3281,4,4
3282,0,0
3283,4,0
3284,0,0
3285,3,3
3286,4,2
3287,4,0
3288,3,2
3289,1,1
3290,4,2
3291,2,0
3292,3,3
3293,5,0
3294,2,0
3295,5,0
3296,5,0
3297,4,0
3298,1,0
3299,3,1
3300,0,0
3301,3,0
3302,0,0
3303,4,2
3304,6,0
3305,2,0
3306,6,0
3307,2,0
3308,5,4
3309,3,0
3310,4,0
3311,2,1
3312,4,0
3313,4,2
3314,2,1
3315,2,0
3316,3,3
3317,6,4
3318,4,2
3319,5,4
3320,4,3
3321,2,2
3322,7,5
3323,1,1
3324,2,2
3325,2,0
3326,2,1
3327,1,0
3328,5,0
3329,5,3
3330,5,0
3331,3,2
3332,4,0
3333,3,3
3334,1,0
3335,1,1
3336,4,4
3337,2,1
3338,2,0
3339,3,3
3340,3,1
3341,1,1
3342,5,0
3343,6,0
3344,1,1
3345,3,0
3346,6,5
3347,1,0
3348,4,2
3349,1,0
3350,3,0
3351,2,0
3352,1,1
3353,3,3
3354,3,0
3355,4,3
3356,3,0
3357,1,0
3358,4,2
3359,1,1
3360,6,4
3361,4,0
3362,2,0
3363,1,0
3364,4,2
3365,2,2
3366,4,4
3367,3,0
3368,1,0
3369,2,2
3370,6,6
3371,2,0
3372,1,0
3373,2,1
3374,1,1
3375,1,0
3376,1,0
3377,1,1
3378,6,0
3379,6,6
3380,2,0
3381,2,1
3382,1,1
3383,3,2
3384,0,0
3385,7,0
3386,2,0
3387,2,2
3388,3,1
3389,2,0
3390,3,1
3391,8,0
3392,2,2
3393,1,0
3394,2,0
3395,5,4
3396,2,0
3397,5,0
3398,3,1
3399,5,3
3400,3,2
3401,4,2
3402,3,3
3403,3,0
3404,1,1
3405,2,1
3406,3,2
3407,1,1
3408,3,0
3409,1,1
3410,3,3
3411,7,0
3412,2,2
3413,2,0
3414,0,0
3415,4,3
3416,5,3
3417,5,0
3418,2,0
3419,0,0
3420,3,0
3421,4,0
3422,4,2
3423,2,1
3424,3,0
3425,2,0
3426,1,1
3427,2,1
3428,5,0
3429,2,2
3430,6,0
3431,3,1
3432,3,1
3433,5,3
3434,2,2
3435,2,1
3436,3,1
3437,1,0
3438,2,0
3439,2,0
3440,4,3
3441,6,4
3442,2,0
3443,5,0
3444,2,0
3445,4,3
3446,2,1
3447,3,2
3448,3,0
3449,2,2
3450,2,1
3451,1,0
3452,4,2
3453,2,0
3454,2,0
3455,3,2
3456,5,3
3457,7,0
3458,2,2
3459,4,2
3460,2,1
3461,4,4
3462,3,0
3463,3,0
3464,1,0
3465,3,0
3466,2,1
3467,3,1
3468,3,2
3469,5,0
3470,5,0
3471,6,4
3472,4,3
3473,2,0
3474,5,3
3475,2,1
3476,4,2
3477,1,0
3478,3,1
3479,3,1
3480,4,4
3481,2,1
3482,3,0
3483,2,2
3484,3,0
3485,5,0
3486,4,0
3487,0,0
3488,4,2
3489,3,0
3490,5,5
3491,2,2
3492,2,0
3493,4,4
3494,1,1
3495,4,4
3496,5,3
3497,8,6
3498,0,0
3499,5,3
