index,search_results,rank
2140,5,4
2141,5,2
2142,6,2
2143,5,5
2144,11,8
2145,9,5
2146,6,6
2147,3,3
2148,5,0
2149,9,0
2150,4,4
2151,7,0
2152,3,1
2153,5,5
2154,9,6
2155,5,3
2156,10,6
2157,9,5
2158,8,0
2159,10,6
2160,9,6
2161,11,7
2162,6,6
2163,9,5
2164,6,6
2165,10,6
2166,9,5
2167,14,10
2168,4,4
2169,12,8
2170,10,0
2171,5,4
2172,5,5
2173,6,0
2174,9,6
2175,3,2
2176,6,2
2177,11,9
2178,3,0
2179,7,3
2180,8,4
2181,4,3
2182,2,2
2183,7,6
2184,2,0
2185,9,7
2186,13,10
2187,5,1
2188,3,2
2189,6,4
2190,5,0
2191,8,8
2192,10,6
2193,2,2
2194,6,6
2195,8,0
2196,10,8
2197,6,2
2198,8,5
2199,5,0
2200,3,3
2201,12,0
2202,4,3
2203,11,7
2204,3,2
2205,5,0
2206,8,5
2207,8,0
2208,8,0
2209,4,4
2210,3,3
2211,0,0
2212,6,2
2213,6,3
2214,5,4
2215,2,2
2216,8,0
2217,9,0
2218,4,1
2219,11,8
2220,6,6
2221,1,1
2222,11,9
2223,5,3
2224,9,9
2225,5,4
2226,3,3
2227,7,7
2228,8,5
2229,6,6
2230,3,3
2231,7,7
2232,6,5
2233,11,8
2234,11,7
2235,7,3
2236,9,5
2237,13,9
2238,8,5
2239,6,0
2240,8,4
2241,6,0
2242,10,0
2243,6,5
2244,6,0
2245,7,0
2246,5,4
2247,8,7
2248,10,7
2249,6,0
2250,3,0
2251,5,0
2252,5,3
2253,6,0
2254,10,6
2255,3,3
2256,6,3
2257,11,0
2258,8,4
2259,11,10
2260,8,8
2261,3,3
2262,10,7
2263,9,5
2264,3,3
2265,6,5
2266,7,6
2267,7,5
2268,9,5
2269,3,2
2270,9,6
2271,9,5
2272,5,4
2273,7,7
2274,9,0
2275,7,6
2276,6,6
2277,8,0
2278,7,3
2279,9,5
2280,5,0
2281,10,8
2282,6,3
2283,3,0
2284,2,1
2285,10,7
2286,6,3
2287,5,0
2288,7,4
2289,9,6
2290,2,2
2291,7,0
2292,7,4
2293,12,10
2294,10,8
2295,9,0
2296,7,0
2297,5,0
2298,4,4
2299,9,8
2300,5,0
2301,7,4
2302,8,0
2303,8,5
2304,6,5
2305,4,4
2306,5,3
2307,9,6
2308,10,0
2309,5,5
2310,6,0
2311,6,0
2312,7,5
2313,8,0
2314,13,10
2315,6,0
2316,5,0
2317,12,9
2318,6,5
2319,5,4
2320,2,2
2321,6,4
2322,4,0
2323,9,5
2324,2,2
2325,11,8
2326,6,3
2327,8,5
2328,8,4
2329,6,5
2330,10,7
2331,6,6
2332,8,7
2333,3,3
2334,8,8
2335,6,3
2336,6,0
2337,10,6
2338,7,6
2339,6,3
2340,4,1
2341,6,0
2342,5,0
2343,4,0
2344,6,4
2345,13,10
2346,6,0
2347,11,11
2348,6,2
2349,7,0
2350,3,3
2351,4,2
2352,5,3
2353,10,6
2354,9,6
2355,7,7
2356,6,3
2357,7,5
2358,6,2
2359,8,5
2360,6,0
2361,3,1
2362,5,3
2363,6,3
2364,9,8
2365,14,10
2366,6,4
2367,8,5
2368,6,0
2369,7,3
2370,11,0
2371,5,5
2372,8,0
2373,4,3
2374,10,7
2375,5,0
2376,9,5
2377,7,4
2378,10,0
2379,6,4
2380,9,5
2381,6,0
2382,7,0
2383,8,6
2384,4,3
2385,10,7
2386,4,0
2387,5,2
2388,12,12
2389,5,4
2390,5,2
2391,8,0
2392,1,1
2393,4,0
2394,6,3
2395,12,10
2396,4,2
2397,10,9
2398,7,3
2399,8,6
2400,7,5
2401,6,3
2402,10,8
2403,4,4
2404,6,5
2405,6,0
2406,7,0
2407,3,3
2408,7,0
2409,4,3
2410,8,7
2411,3,2
2412,9,7
2413,4,0
2414,7,3
2415,4,0
2416,8,0
2417,13,10
2418,8,5
2419,8,8
2420,4,1
2421,9,6
2422,3,2
2423,6,4
2424,6,4
2425,10,8
2426,9,7
2427,4,4
2428,8,0
2429,5,5
2430,10,0
2431,4,3
2432,8,4
2433,10,0
2434,10,7
2435,4,2
2436,4,2
2437,8,6
2438,12,8
2439,7,4
2440,8,6
2441,10,8
2442,7,6
2443,6,4
2444,7,0
2445,9,6
2446,7,4
2447,7,4
2448,6,5
2449,13,9
2450,9,5
2451,8,0
2452,12,9
2453,3,3
2454,12,10
2455,11,7
2456,10,0
2457,8,5
2458,6,5
2459,11,9
2460,8,7
2461,11,7
2462,8,5
2463,6,2
2464,8,5
2465,4,4
2466,8,0
2467,5,3
2468,6,3
2469,6,6
2470,3,3
2471,6,5
2472,6,3
2473,10,0
2474,5,0
2475,9,7
2476,9,0
2477,10,6
2478,7,0
2479,8,6
2480,7,7
2481,12,10
2482,10,7
2483,8,6
2484,5,4
2485,8,6
2486,2,2
2487,5,2
2488,6,0
2489,9,9
2490,7,4
2491,9,7
2492,11,8
2493,8,6
2494,6,0
2495,8,6
2496,5,0
2497,7,7
2498,6,0
2499,6,2
2500,1,1
2501,4,2
2502,7,0
2503,7,4
2504,8,0
2505,12,8
2506,6,4
2507,10,6
2508,5,3
2509,4,0
2510,11,8
2511,9,0
2512,8,7
2513,4,2
2514,5,5
2515,11,0
2516,4,4
2517,5,5
2518,5,3
2519,3,0
2520,12,0
2521,4,0
2522,7,7
2523,8,8
2524,7,4
2525,8,5
2526,10,6
2527,4,1
2528,2,2
2529,3,3
2530,5,0
2531,7,4
2532,6,4
2533,6,3
2534,5,5
2535,6,5
2536,5,2
2537,7,6
2538,6,3
2539,8,4
2540,3,0
2541,6,6
2542,6,4
2543,1,1
2544,11,9
2545,7,7
2546,8,5
2547,7,4
2548,6,2
2549,7,4
2550,6,5
2551,7,0
2552,8,6
2553,7,3
2554,8,7
2555,6,5
2556,6,0
2557,9,7
2558,5,2
2559,9,6
2560,4,4
2561,9,6
2562,4,3
2563,9,6
2564,11,8
2565,4,0
2566,9,7
2567,17,15
2568,8,0
2569,7,0
2570,7,0
2571,6,2
2572,8,5
2573,9,6
2574,10,0
2575,7,4
2576,3,0
2577,8,6
2578,8,8
2579,6,2
2580,4,0
2581,2,2
2582,6,5
2583,9,0
2584,7,7
2585,12,9
2586,4,4
2587,9,7
2588,8,5
2589,10,7
2590,7,7
2591,3,3
2592,7,5
2593,8,0
2594,9,5
2595,5,0
2596,12,0
2597,6,2
2598,9,6
2599,8,6
2600,10,6
2601,3,1
2602,10,10
2603,8,5
2604,4,0
2605,3,0
2606,8,7
2607,4,0
2608,8,6
2609,4,4
2610,5,2
2611,5,0
2612,10,9
2613,7,4
2614,8,5
2615,8,8
2616,6,2
2617,3,2
2618,8,0
2619,4,0
2620,12,8
2621,8,6
2622,12,9
2623,11,7
2624,4,2
2625,10,0
2626,3,3
2627,6,5
2628,7,0
2629,9,5
2630,6,0
2631,9,8
2632,2,0
2633,10,0
2634,7,4
2635,5,5
2636,5,2
2637,6,3
2638,6,0
2639,2,1
2640,7,0
2641,8,4
2642,7,0
2643,11,7
2644,12,9
2645,5,1
2646,7,3
2647,7,5
2648,2,1
2649,5,3
2650,7,5
2651,11,7
2652,4,4
2653,6,6
2654,5,0
2655,6,3
2656,9,0
2657,5,4
2658,6,0
2659,8,4
2660,7,5
2661,5,4
2662,8,0
2663,4,3
2664,9,5
2665,8,4
2666,6,3
2667,5,0
2668,9,0
2669,5,5
2670,6,2
2671,4,0
2672,5,4
2673,7,7
2674,4,2
2675,4,3
2676,8,0
2677,9,0
2678,10,7
2679,7,5
2680,6,0
2681,3,2
2682,8,5
2683,8,7
2684,8,5
2685,5,5
2686,8,0
2687,8,7
2688,10,10
2689,4,4
2690,6,0
2691,0,0
2692,6,3
2693,3,3
2694,2,2
2695,10,0
2696,9,8
2697,8,8
2698,6,4
2699,11,0
2700,6,3
2701,5,0
2702,2,2
2703,2,2
2704,8,6
2705,2,2
2706,13,9
2707,12,0
2708,4,0
2709,8,4
2710,6,3
2711,9,9
2712,13,10
2713,8,0
2714,9,5
2715,11,9
2716,5,2
2717,9,5
2718,7,0
2719,12,8
2720,10,0
2721,6,6
2722,8,7
2723,7,5
2724,9,5
2725,10,0
2726,7,0
2727,5,4
2728,8,0
2729,6,6
2730,6,0
2731,6,3
2732,6,3
2733,10,10
2734,6,0
2735,9,6
2736,8,0
2737,5,0
2738,5,5
2739,11,7
2740,4,4
2741,5,3
2742,7,5
2743,9,7
2744,9,9
2745,2,2
2746,10,6
2747,6,0
2748,7,3
2749,6,0
2750,3,3
2751,6,4
2752,7,5
2753,5,0
2754,6,0
2755,4,2
2756,4,4
2757,7,5
2758,8,6
2759,11,10
2760,6,5
2761,10,0
2762,8,7
2763,6,4
2764,11,7
2765,8,6
2766,2,2
2767,3,3
2768,5,4
2769,8,4
2770,8,5
2771,7,7
2772,3,0
2773,3,0
2774,6,6
2775,4,0
2776,13,9
2777,7,7
2778,6,5
2779,10,6
2780,10,0
2781,6,3
2782,10,8
2783,10,10
2784,7,0
2785,11,0
2786,5,2
2787,7,0
2788,12,8
2789,10,0
2790,2,2
2791,5,3
2792,12,10
2793,4,3
2794,7,0
2795,10,9
2796,5,0
2797,6,0
2798,4,1
2799,5,5
2800,12,9
2801,3,2
2802,7,5
2803,10,6
2804,10,7
2805,6,3
2806,9,7
2807,7,0
2808,7,0
2809,4,4
2810,13,10
2811,9,6
2812,8,8
2813,4,3
2814,9,0
2815,12,9
2816,3,3
2817,11,7
2818,6,4
2819,6,3
2820,10,9
2821,8,4
2822,4,4
2823,3,3
2824,3,2
2825,7,0
2826,7,6
2827,15,12
2828,11,7
2829,6,4
2830,9,0
2831,6,5
2832,10,8
2833,5,4
2834,10,7
2835,8,5
2836,3,0
2837,7,4
2838,8,6
2839,9,0
2840,6,0
2841,5,3
2842,4,4
2843,8,5
2844,10,7
2845,11,10
2846,8,7
2847,9,5
2848,5,3
2849,4,4
2850,6,4
2851,11,8
2852,12,8
2853,6,0
2854,8,4
2855,10,8
2856,7,0
2857,9,6
2858,8,0
2859,1,1
2860,8,5
2861,4,3
2862,9,0
2863,6,4
2864,8,8
2865,9,8
2866,5,2
2867,9,6
2868,12,0
2869,5,0
2870,4,4
2871,8,6
2872,15,13
2873,6,6
2874,11,8
2875,10,8
2876,4,1
2877,12,0
2878,8,4
2879,6,4
2880,2,2
2881,6,6
2882,6,6
2883,6,0
2884,9,5
2885,11,8
2886,10,9
2887,4,0
2888,4,0
2889,8,7
2890,6,0
2891,8,6
2892,10,0
2893,8,0
2894,7,0
2895,11,10
2896,8,4
2897,4,3
2898,1,0
2899,11,8
2900,7,3
2901,8,4
2902,6,5
2903,3,3
2904,5,2
2905,8,8
2906,5,4
2907,7,3
2908,8,8
2909,7,0
2910,6,0
2911,11,7
2912,11,0
2913,7,7
2914,4,3
2915,6,3
2916,9,0
2917,7,0
2918,7,3
2919,4,3
2920,10,0
2921,6,0
2922,5,0
2923,8,4
2924,2,0
2925,7,3
2926,2,2
2927,9,6
2928,4,3
2929,9,6
2930,5,0
2931,5,4
2932,8,6
2933,6,6
2934,10,6
2935,11,7
2936,12,10
2937,15,12
2938,5,5
2939,11,7
2940,11,10
2941,4,2
2942,7,4
2943,9,6
2944,5,4
2945,6,5
2946,5,0
2947,4,0
2948,7,3
2949,9,6
2950,6,5
2951,9,9
2952,2,1
2953,8,0
2954,10,6
2955,6,0
2956,12,8
2957,4,4
2958,9,6
2959,7,5
2960,10,0
2961,6,4
2962,9,7
2963,7,0
2964,7,5
2965,9,0
2966,5,5
2967,7,0
2968,7,5
2969,5,3
2970,6,3
2971,9,0
2972,5,4
2973,7,5
2974,6,2
2975,9,8
2976,7,0
2977,3,1
2978,6,3
2979,9,6
2980,9,0
2981,9,5
2982,7,3
2983,8,5
2984,7,4
2985,4,4
2986,3,2
2987,6,3
2988,7,4
2989,7,6
2990,10,0
2991,9,5
2992,4,2
2993,4,3
2994,7,6
2995,6,6
2996,9,0
2997,9,5
2998,6,3
2999,7,6
3000,4,4
3001,7,0
3002,4,0
3003,9,0
3004,9,9
3005,8,6
3006,5,5
3007,2,2
3008,11,7
3009,5,2
3010,6,5
3011,8,5
3012,8,4
3013,4,2
3014,14,11
3015,6,5
3016,9,8
3017,12,10
3018,11,10
3019,9,5
3020,5,2
3021,8,0
3022,10,7
3023,10,0
3024,6,3
3025,9,7
3026,10,6
3027,3,0
3028,6,2
3029,6,3
3030,5,0
3031,6,2
3032,11,0
3033,7,7
3034,8,8
3035,5,0
3036,7,7
3037,5,0
3038,13,10
3039,6,0
3040,7,7
3041,5,2
3042,4,2
3043,7,5
3044,13,10
3045,7,6
3046,4,4
3047,2,1
3048,11,8
3049,8,5
3050,7,3
3051,8,0
3052,6,3
3053,7,3
3054,6,4
3055,5,0
3056,8,0
3057,5,0
3058,6,6
3059,4,0
3060,10,6
3061,10,6
3062,7,5
3063,7,7
3064,8,5
3065,7,6
3066,8,4
3067,10,8
3068,15,11
3069,8,6
3070,3,0
3071,8,4
3072,10,8
3073,8,6
3074,9,5
3075,7,6
3076,7,4
3077,5,0
3078,18,14
3079,8,0
3080,7,0
3081,2,2
3082,9,0
3083,6,0
3084,7,4
3085,5,0
3086,9,6
3087,8,5
3088,10,7
3089,11,8
3090,8,6
3091,5,0
3092,8,8
3093,10,9
3094,4,0
3095,9,5
3096,5,2
3097,9,0
3098,11,9
3099,8,5
3100,9,0
3101,11,7
3102,4,3
3103,6,5
3104,9,5
3105,8,0
3106,8,5
3107,5,4
3108,8,8
3109,11,7
3110,7,6
3111,8,7
3112,12,0
3113,5,0
3114,13,9
3115,12,0
3116,10,9
3117,3,3
3118,7,3
3119,11,8
3120,9,6
3121,13,9
3122,5,2
3123,6,0
3124,3,2
3125,13,0
3126,7,6
3127,2,1
3128,6,3
3129,8,4
3130,5,4
3131,8,6
3132,8,8
3133,8,0
3134,15,11
3135,13,0
3136,8,5
3137,5,4
3138,6,0
3139,16,12
3140,7,0
3141,13,12
3142,7,4
3143,9,0
3144,7,3
3145,7,3
3146,7,5
3147,4,3
3148,11,8
3149,7,0
3150,8,4
3151,4,2
3152,10,8
3153,11,0
3154,4,3
3155,4,3
3156,10,8
3157,5,0
3158,8,6
3159,11,0
3160,7,4
3161,7,5
3162,6,6
3163,9,7
3164,4,3
3165,7,4
3166,7,4
3167,3,1
3168,8,5
3169,7,4
3170,3,1
3171,3,3
3172,9,7
3173,1,0
3174,13,9
3175,5,0
3176,6,4
3177,0,0
3178,10,6
3179,9,6
3180,5,0
3181,7,0
3182,8,0
3183,7,7
3184,8,0
3185,9,0
3186,10,6
3187,7,0
3188,6,5
3189,4,0
3190,7,3
3191,7,7
3192,5,4
3193,7,7
3194,8,6
3195,5,0
3196,5,4
3197,6,0
3198,9,5
3199,5,4
3200,10,0
3201,10,8
3202,2,2
3203,3,3
3204,9,7
3205,7,4
3206,10,6
3207,5,4
3208,9,0
3209,8,5
3210,11,9
3211,8,4
3212,1,1
3213,5,4
3214,7,6
3215,6,0
3216,7,4
3217,12,10
3218,12,9
3219,10,0
3220,8,7
3221,2,0
3222,9,6
3223,2,2
3224,4,0
3225,15,13
3226,6,0
3227,6,2
3228,9,0
3229,9,6
3230,7,0
3231,8,0
3232,14,10
3233,9,9
3234,8,0
3235,7,0
3236,10,0
3237,10,7
3238,8,5
3239,7,0
3240,6,0
3241,7,5
3242,9,5
3243,1,0
3244,9,6
3245,7,4
3246,6,0
3247,5,2
3248,9,5
3249,5,4
3250,12,9
3251,6,4
3252,1,0
3253,15,11
3254,12,8
3255,11,7
3256,8,6
3257,4,3
3258,9,0
3259,9,6
3260,4,3
3261,9,5
3262,9,0
3263,9,6
3264,7,7
3265,8,0
3266,6,0
3267,10,8
3268,5,1
3269,5,5
3270,9,6
3271,8,0
3272,6,5
3273,9,5
3274,5,5
3275,8,6
3276,6,0
3277,9,5
3278,8,8
3279,4,3
3280,5,5
3281,3,3
3282,4,3
3283,8,7
3284,8,4
3285,5,0
3286,6,0
3287,6,6
3288,4,3
3289,11,0
3290,11,7
3291,10,8
3292,10,0
3293,11,7
3294,6,4
3295,10,7
3296,3,2
3297,7,5
3298,7,0
3299,11,0
3300,6,5
3301,7,7
3302,11,9
3303,9,6
3304,6,5
3305,8,7
3306,3,1
3307,7,0
3308,7,3
3309,14,0
3310,6,4
3311,3,2
3312,7,5
3313,7,0
3314,3,2
3315,8,5
3316,5,0
3317,2,1
3318,10,0
3319,5,4
3320,8,7
3321,7,7
3322,7,6
3323,8,0
3324,8,6
3325,10,7
3326,8,4
3327,12,9
3328,4,4
3329,7,6
3330,10,0
3331,5,4
3332,9,0
3333,3,2
3334,9,6
3335,6,4
3336,3,3
3337,6,3
3338,7,5
3339,7,3
3340,7,0
3341,4,3
3342,6,6
3343,11,9
3344,7,5
3345,6,6
3346,7,0
3347,4,3
3348,13,9
3349,6,3
3350,9,9
3351,7,4
3352,11,8
3353,3,3
3354,3,3
3355,9,0
3356,8,8
3357,3,3
3358,4,0
3359,10,8
3360,3,3
3361,3,0
3362,2,2
3363,11,7
3364,5,2
3365,6,6
3366,5,5
3367,10,0
3368,5,2
3369,14,10
3370,4,3
3371,7,6
3372,6,5
3373,7,7
3374,10,6
3375,7,7
3376,5,4
3377,10,7
3378,5,2
3379,10,6
3380,10,0
3381,6,0
3382,8,4
3383,9,0
3384,3,2
3385,9,8
3386,6,5
3387,7,6
3388,9,0
3389,9,6
3390,9,0
3391,9,7
3392,4,0
3393,4,4
3394,10,7
3395,11,7
3396,3,2
3397,5,0
3398,9,9
3399,10,7
3400,9,8
3401,8,4
3402,6,2
3403,9,0
3404,4,2
3405,5,4
3406,12,0
3407,7,4
3408,7,3
3409,7,4
3410,2,2
3411,7,7
3412,8,7
3413,5,2
3414,8,4
3415,5,4
3416,7,0
3417,10,0
3418,8,6
3419,9,0
3420,4,4
3421,5,0
3422,8,4
3423,7,6
3424,7,3
3425,8,0
3426,2,1
3427,10,0
3428,3,2
3429,13,9
3430,7,6
3431,9,0
3432,12,10
3433,9,7
3434,5,0
3435,5,4
3436,12,0
3437,6,4
3438,5,3
3439,3,1
3440,7,0
3441,5,5
3442,10,7
3443,6,5
3444,2,2
3445,9,5
3446,10,9
3447,14,11
3448,8,6
3449,9,6
3450,4,3
3451,10,8
3452,6,0
3453,11,8
3454,8,7
3455,6,6
3456,10,6
3457,6,3
3458,11,7
3459,5,0
3460,5,4
3461,10,10
3462,8,6
3463,6,2
3464,7,4
3465,5,3
3466,13,0
3467,10,6
3468,5,3
3469,9,0
3470,5,0
3471,10,7
3472,10,7
3473,5,0
3474,9,7
3475,3,3
3476,8,7
3477,5,5
3478,10,0
3479,3,3
3480,9,7
3481,8,4
3482,7,3
3483,4,3
3484,6,2
3485,10,9
3486,13,10
3487,9,0
3488,10,7
3489,7,4
3490,5,4
3491,7,5
3492,4,3
3493,7,7
3494,7,4
3495,6,4
3496,7,4
3497,8,8
3498,5,0
3499,5,0
3500,13,0
3501,7,0
3502,8,5
3503,10,6
3504,5,2
3505,5,0
3506,4,3
3507,7,0
3508,7,0
3509,4,3
3510,7,4
3511,6,0
3512,7,5
3513,6,2
3514,8,5
3515,10,7
3516,3,3
3517,7,6
3518,5,3
3519,10,10
3520,9,5
3521,4,3
3522,9,7
3523,7,3
3524,7,0
3525,6,0
3526,8,7
3527,8,0
3528,4,4
3529,3,3
3530,6,6
3531,12,10
3532,6,0
3533,6,0
3534,4,4
3535,6,0
3536,4,2
3537,4,3
3538,4,0
3539,6,6
3540,9,7
3541,6,0
3542,11,0
3543,6,4
3544,8,5
3545,9,6
3546,9,9
3547,5,0
3548,12,9
3549,9,6
3550,6,2
3551,11,0
3552,8,4
3553,6,5
3554,9,0
3555,5,4
3556,4,3
3557,7,5
3558,5,4
3559,4,3
3560,9,5
3561,8,6
3562,11,9
3563,4,0
3564,9,0
3565,11,7
3566,9,5
3567,6,2
3568,5,5
3569,8,0
3570,9,0
3571,3,2
3572,5,0
3573,8,6
3574,7,0
3575,8,0
3576,13,10
3577,3,2
3578,7,6
3579,5,0
3580,3,3
3581,7,0
3582,5,5
3583,9,5
3584,13,0
3585,7,6
3586,8,4
3587,3,3
3588,7,0
3589,6,0
3590,6,5
3591,5,4
3592,2,2
3593,9,5
3594,11,11
3595,5,4
3596,9,0
3597,6,2
3598,7,4
3599,13,9
3600,3,2
3601,9,0
3602,5,4
3603,7,5
3604,4,3
3605,5,4
3606,9,5
3607,10,7
3608,7,6
3609,9,5
3610,8,7
3611,5,5
3612,9,9
3613,5,5
3614,5,5
3615,11,0
3616,5,0
3617,2,2
3618,9,5
3619,3,3
3620,4,2
3621,7,5
3622,11,8
3623,5,3
3624,8,0
3625,11,11
3626,6,4
3627,9,7
3628,4,0
3629,5,0
3630,2,2
3631,7,0
3632,3,3
3633,7,5
3634,10,8
3635,10,8
3636,5,0
3637,10,6
3638,7,7
3639,5,3
3640,5,4
3641,11,0
3642,10,6
3643,7,5
3644,2,2
3645,7,6
3646,8,5
3647,8,0
3648,3,3
3649,8,0
3650,4,4
3651,8,0
3652,10,0
3653,6,6
3654,15,13
3655,3,3
3656,9,7
3657,5,5
3658,10,6
3659,12,11
3660,7,7
3661,5,0
3662,11,8
3663,10,0
3664,6,4
3665,7,4
3666,11,0
3667,11,0
3668,4,3
3669,12,8
3670,9,6
3671,10,8
3672,7,3
3673,7,3
3674,10,7
3675,6,6
3676,8,6
3677,6,4
3678,6,3
3679,8,7
3680,8,0
3681,7,7
3682,5,0
3683,7,0
3684,5,4
3685,9,0
3686,6,5
3687,7,4
3688,4,3
3689,7,3
3690,6,3
3691,10,6
3692,8,5
3693,7,5
3694,7,4
3695,11,8
3696,10,7
3697,7,4
3698,3,0
3699,8,4
3700,10,7
3701,12,9
3702,8,8
3703,4,3
3704,5,0
3705,6,6
3706,7,7
3707,9,6
3708,5,5
3709,8,8
3710,7,7
3711,7,4
3712,8,6
3713,11,9
3714,7,0
3715,8,0
3716,4,4
3717,3,3
3718,0,0
3719,8,6
3720,3,0
3721,4,4
3722,6,4
3723,8,8
3724,4,3
3725,8,4
3726,3,0
3727,8,5
3728,8,7
3729,10,9
3730,10,8
3731,13,10
3732,7,6
3733,18,14
3734,4,0
3735,6,6
3736,10,8
3737,4,4
3738,9,6
3739,11,0
3740,11,9
3741,7,6
3742,12,0
3743,5,1
3744,8,6
3745,6,6
3746,11,7
3747,6,4
3748,17,13
3749,5,0
3750,5,0
3751,5,4
3752,6,4
3753,11,8
3754,3,3
3755,2,2
3756,8,0
3757,8,5
3758,9,5
3759,6,6
3760,9,7
3761,9,6
3762,4,4
3763,13,0
3764,9,7
3765,6,5
3766,6,2
3767,9,5
3768,4,0
3769,3,0
3770,4,2
3771,2,0
3772,6,6
3773,12,12
3774,10,0
3775,4,1
3776,9,0
3777,7,0
3778,7,3
3779,11,10
3780,2,2
3781,11,7
3782,4,0
3783,6,0
3784,9,5
3785,10,9
3786,6,2
3787,8,0
3788,6,5
3789,7,6
3790,8,4
3791,6,5
3792,9,6
3793,13,10
3794,10,0
3795,5,2
3796,10,7
3797,5,0
3798,10,9
3799,6,0
3800,7,7
3801,7,0
3802,7,7
3803,8,0
3804,3,3
3805,6,5
3806,7,4
3807,8,7
3808,6,0
3809,5,3
3810,7,3
3811,3,2
3812,8,0
3813,9,5
3814,9,6
3815,6,0
3816,7,6
3817,6,3
3818,8,5
3819,8,8
3820,10,6
3821,6,4
3822,7,4
3823,2,2
3824,10,6
3825,14,0
3826,6,0
3827,3,3
3828,7,7
3829,7,0
3830,7,5
3831,9,6
3832,2,0
3833,8,0
3834,4,4
3835,10,0
3836,11,9
3837,9,6
3838,12,9
3839,10,7
3840,2,2
3841,6,0
3842,8,4
3843,8,5
3844,8,0
3845,5,0
3846,7,0
3847,7,4
3848,4,3
3849,6,2
3850,5,0
3851,10,0
3852,6,6
3853,4,3
3854,6,4
3855,7,3
3856,6,0
3857,4,0
3858,6,5
3859,6,6
3860,9,8
3861,2,0
3862,6,6
3863,5,0
3864,5,5
3865,9,5
3866,9,7
3867,8,7
3868,6,6
3869,5,5
3870,2,2
3871,0,0
3872,8,0
3873,5,4
3874,3,0
3875,9,5
3876,12,8
3877,9,5
3878,8,7
3879,10,7
3880,8,0
3881,10,6
3882,9,0
3883,6,5
3884,5,4
3885,12,0
3886,2,0
3887,9,8
3888,4,0
3889,5,4
3890,8,7
3891,4,3
3892,9,6
3893,13,0
3894,9,5
3895,7,4
3896,6,0
3897,8,7
3898,7,4
3899,2,1
3900,4,4
3901,6,2
3902,15,12
3903,5,4
3904,7,0
3905,12,8
3906,10,6
3907,8,8
3908,7,4
3909,4,1
3910,4,0
3911,6,4
3912,5,4
3913,6,5
3914,7,0
3915,7,7
3916,11,0
3917,6,2
3918,8,6
3919,9,6
3920,5,4
3921,6,6
3922,8,0
3923,7,6
3924,2,2
3925,3,0
3926,10,9
3927,8,6
3928,8,0
3929,7,0
3930,9,5
3931,13,9
3932,6,5
3933,6,0
3934,10,7
3935,2,0
3936,4,0
3937,10,6
3938,6,5
3939,9,7
3940,7,6
3941,7,5
3942,9,7
3943,5,5
3944,7,0
3945,12,9
3946,10,7
3947,6,3
3948,8,7
3949,6,6
3950,8,7
3951,7,3
3952,7,4
3953,7,7
3954,11,8
3955,5,5
3956,6,5
3957,6,5
3958,7,0
3959,7,5
3960,5,5
3961,7,0
3962,5,3
3963,4,3
3964,3,0
3965,8,6
3966,10,6
3967,8,0
3968,9,5
3969,4,3
3970,6,0
3971,7,6
3972,5,5
3973,6,4
3974,6,5
3975,6,0
3976,8,4
3977,4,4
3978,5,4
3979,7,6
3980,6,4
3981,7,3
3982,4,4
3983,7,6
3984,4,4
3985,6,0
3986,10,6
3987,10,0
3988,6,3
3989,7,3
3990,5,2
3991,3,0
3992,8,0
3993,9,7
3994,6,3
3995,3,3
3996,10,0
3997,9,0
3998,6,0
3999,6,6
4000,10,8
4001,5,3
4002,5,3
4003,8,5
4004,5,5
4005,7,7
4006,9,9
4007,5,4
4008,10,0
4009,6,0
4010,6,5
4011,7,0
4012,12,10
4013,8,4
4014,5,3
4015,12,8
4016,8,6
4017,10,7
4018,9,0
4019,7,0
4020,3,2
4021,8,4
4022,6,4
4023,8,5
4024,9,6
4025,6,6
4026,7,0
4027,9,6
4028,5,3
4029,9,7
4030,4,3
4031,9,6
4032,12,9
4033,5,3
4034,6,0
4035,10,7
4036,4,2
4037,5,4
4038,5,4
4039,14,12
4040,4,0
4041,5,4
4042,7,7
4043,7,6
4044,12,9
4045,7,6
4046,6,0
4047,5,3
4048,2,1
4049,6,4
4050,8,4
4051,3,2
4052,4,2
4053,12,8
4054,11,0
4055,9,6
4056,10,7
4057,4,1
4058,9,6
4059,5,5
4060,9,7
4061,15,11
4062,5,1
4063,6,5
4064,7,5
4065,5,5
4066,3,0
4067,6,0
4068,9,6
4069,10,0
4070,9,7
4071,6,2
4072,8,0
4073,9,8
4074,6,6
4075,11,8
4076,8,0
4077,7,4
4078,6,0
4079,2,2
4080,5,4
4081,6,5
4082,9,0
4083,5,3
4084,6,0
4085,5,3
4086,13,9
4087,5,0
4088,8,7
4089,6,5
4090,9,6
4091,6,5
4092,12,11
4093,5,3
4094,5,3
4095,5,5
4096,5,0
4097,4,3
4098,8,6
4099,5,5
4100,6,0
4101,4,2
4102,5,5
4103,9,6
4104,5,2
4105,10,8
4106,7,5
4107,5,0
4108,13,0
4109,8,4
4110,10,7
4111,8,0
4112,5,0
4113,9,8
4114,5,3
4115,3,3
4116,7,0
4117,4,4
4118,10,0
4119,7,5
4120,6,4
4121,7,3
4122,4,3
4123,9,6
4124,8,0
4125,7,3
4126,9,7
4127,3,0
4128,9,7
4129,4,3
4130,10,0
4131,5,5
4132,7,4
4133,7,3
4134,6,4
4135,9,6
4136,10,6
4137,4,3
